X,Y,OBJECTID,FEATURE_ID,ESITE,CODE,NAME,ABB_NAME,ADDRESS,ZIPCODE
-122.286944205093,47.4999847488054,1,6002948,0000000,600,Green River Trail Site - Tukwila,Green River Trail Site - Tukwila,27th Ave S and S 112th St to 69th Ave S and S 180th St,98188
-122.305464871654,47.6355316394792,2,828,0000000,600,Interlaken Park,Interlaken Park,Interlaken Pl & Delmar Dr E,98102
-122.21106385043,47.4059610251808,3,374,0000000,600,Garrison Creek Park,Garrison Creek Park,S 218th St & 98th Ave S,98031
-121.912156031828,47.6504656557279,4,1891,124849,390,Carnation Library,Carnation Lib,4804 Tolt  Ave,98014
-122.295038324841,47.4413482117496,5,1817,401027,60,Sea-Tac Office Center,Sea-Tac Office Center,18000 Pacific Hwy S,98188
-122.354181071928,47.6138972751788,6,1774,0000000,630,Pier 69,Pier 69,Alaslan Way & Cedar St,98121
-122.105357311185,47.6639128875391,7,621,0000000,600,Marymoor Park East,Marymoor Park East,176th Ave NE & NE 65th St,98052
-122.384201477463,47.6698194551954,8,897,327094,390,Ballard Library,Ballard Lib,5614 22nd Ave NW,98107
-122.34438950859,47.6105136282938,9,1061,0000000,600,Victor Steinbrueck Park,Victor Steinbrueck Park,Lenora St & Pike Pl,98121
-122.206880707024,47.6174793493102,10,130,0000000,600,Goodard Park,Goodard Park,100th Ave NE & NE 8th St,98004
-122.0030076304,47.3085242494776,11,352055,0000000,350,Diamond Mart,Diamond Mart,32632 3RD AVE,98010
-122.337705569563,47.605095118707,12,352056,0000000,350,"Diane'S Market Kitchen; Llc","Diane'S Market Kitchen; Llc",1101 POST ALY,98101
-122.373987070018,47.6304067989059,13,352057,0000000,350,Dianne'S Delights Llc,Dianne'S Delights Llc,1405 ELLIOTT AVE W #D,98119
-122.216013890298,47.3206677693089,14,352059,0000000,350,Dick Scobee Elementary,Dick Scobee Elementary,1031 14TH ST NE,98002
-122.350643990593,47.6155785691905,15,351668,0000000,350,Cj'S Eatery,Cj'S Eatery,2619 1ST AVE,98121
-122.332835229683,47.5538889694738,16,351674,0000000,350,Classic Catering Northwest,Classic Catering Northwest,115 S BRANDON ST,98108
-122.362721840089,47.5516713287519,17,351675,0000000,350,Classic Street Dining @ 10500 Greenwood Ave N,Classic Street Dining,5604 DELRIDGE WAY SW,98106
-122.237506380465,47.3282013892981,18,351676,0000000,350,Classics Court,Emerald Downs,2300 EMERALD DOWNS DR,98001
-122.178722000327,47.5516759987334,19,351687,0000000,350,Cloud Nine Burgers,Cloud Nine Burger,5630 119TH AVE SE,98006
-122.397968349882,47.6904449790431,20,351697,0000000,350,Cocina Esperanza,Cocina Esperanza,3127 NW 85TH ST,98117
-122.209778619808,47.7034688492835,21,351733,0000000,350,Columbia Athletic Club,Columbia Athletic Club,11450 98TH AVE NE,98033
-122.152032550345,47.7338850591384,22,351739,0000000,350,Columbia Winery,Columbia Winery,14030 NE 145TH ST,98072
-122.190769170061,47.6210934592736,23,351750,0000000,350,Commons Cafe,Commons Cafe,1200 NE 112TH AVE #C162,98004
-122.195354339693,47.6159261791164,24,351787,0000000,350,Corporate Deli,Corporate Deli,600 108TH AVE NE,98004
-122.248337949374,47.4455972987555,25,351812,0000000,350,Costco #6 - Meat Shop,Costco Wholesale #06,400 COSTCO DR,98188
-122.248337949374,47.4455972987555,26,351822,0000000,350,Costco Wholesale #06 Bakery,Costco Wholesale #06,400 COSTCO DR,98188
-122.310257690169,47.2872447690812,27,351829,0000000,350,Costco Wholesale Grocery #061,Costco Wholesale #061,35100 ENCHANTED PKWY S,98003
-122.351611959443,47.619275959167,28,351876,0000000,350,Creative Concepts,Creative Concepts (Kc180),200 2ND AVE N,98109
-122.324168920411,47.7486803391383,29,351886,0000000,350,Crest Theatre,Crest Theatre,16505 5TH AVE NE,98155
-122.126407250121,47.6019045691211,30,351897,0000000,350,Crossroads Community Center,Crossroads Community Center,16000 NE 10TH ST,98008
-122.377160790275,47.6909479993616,31,351902,0000000,350,Crown Hill Pub,Crown Hill Pub,8511 15TH AVE NW,98117
-122.284345458466,47.5615402433254,32,2732,460264,600,Rainier Community Center,Rainier CC,4600 38th Ave S,98118
-121.984747623188,47.3568133519433,33,1978,861566,120,Ravensdale Cemetary,Ravensdale Cemetary,268th Ave SE,98051
-122.180980450343,47.5162864896686,34,6002648,0000000,600,May Creek Open Space,May Creek Open Space,18501 SE Newport Way,00000
-122.189379246346,47.6073006712929,35,149,99911,360,Doubletree Inn-Bellevue,Doubletree Inn - Bellevue,300 112th Ave SE,98004
-122.190463084314,47.4990670678169,36,695,0000000,690,Greater Highland Center,Greater Highland Center,Sunset Blvd NE & NE 10th St,98056
-122.326249800211,47.6088734038337,37,1504,0000000,330,Blood Bank-First Hill,Blood Bank - First Hill,Terry Ave & Madison St,98104
-122.194904405411,47.6783658197773,38,2421,45351,64,Kirkland Post Office,Kirkland Post Office,721 4th Ave,98083
-122.033592019938,47.6855460750378,39,570136,0000000,570,Redmond Ridge P&R,Redmond Ridge P&R,NE Cedar Park Cres & Redmond Ridge Dr NE,98053
-122.462881632045,47.4497942493199,40,67023,0000000,67,Vashon Medic 9,Vashon Medic 9,,98070
-122.287886891025,47.4648338235276,41,570134,614188,570,Tukwila International Blvd Station P&R,Tukwila Intl Blvd P&R,15247 International Blvd,98188
-122.376758462164,47.6392370551256,42,902095,421896,902,Alpine Hut,Alpine Hut,2215 15th Ave W,98119
-122.312740211444,47.6666606301102,43,902108,840600,902,Bob's Bike and Board,Bob's Bike and Board,5206 University Way NE,98105
-122.230043322591,47.5781220121936,44,902115,189907,902,The Bike Lair,The Bike Lair,3631 82nd Ave SE,98040
-122.400001523308,47.6395988576911,45,903025,0,903,Magnolia Farmers Market,Magnolia Farmers Market,West McGraw and 33rd Ave West,98199
-122.235000598461,47.3821983253668,46,903045,0,903,Kent Farmers Market,Kent Farmers Market,2nd Avenue N and W Harrison Street,98030
-122.156890312986,47.7547089670912,47,903054,0,903,Woodinville Farmers Market,Woodinville Farmers Market,13680 NE 175th St,98072
-121.914001447804,47.6486015388575,48,903062,0,903,Carnation Farmers Market,Carnation Farmers Market,Tolt Avenue and W Bird St,98014
-122.130518910544,47.6201499976246,49,903073,0,903,Crossroads Farmers Market,Crossroads Farmers Market,15600 NE 8th Street,98008
-122.328683266931,47.604612602082,50,999004,835133,999,SeaPark Garage,SeaPark Garage,609 6th Ave,98104
-122.332518229726,47.607107151863,51,999008,927987,999,Seattle Public Library Parking,Seatle Library Parking,415 Spring St,98104
-121.873002027257,47.5323392981891,52,6007630,1006661,600,Snoqualmie Valley YMCA,Snoqualmie Y,35018 SE Ridge St,98065
-122.28021397066,47.5717447196003,53,1188,0000000,600,Stan Sayres Memorial Park,Stan Sayres Memorial Park,46th Ave S & Lake Washington Blvd S,98118
-122.255200200766,47.4077865626242,54,1483,615641,62,Animal Control-Kent,Animal Control - Kent,21615 64th Ave S,98032
-122.201944210168,47.3750190093522,55,351136,0000000,350,Burger King #3949,Burger King #3949,25240 104TH AVE SE,98030
-122.204415457201,47.7194540960599,56,1585,168945,330,Fairfax Hospital,Fairfax Hospital,10200 NE 132nd St,98034
-122.207687772078,47.6657411348979,57,479,35760,600,Marsh Park,Marsh Park,6605 Lake Washington Blvd NE,98033
-122.225301127517,47.5915465547531,58,365,0000000,600,Squak Mountain State Park,Squak Mtn State Park Natural Area,Squak Mountain Rd,98027
-122.330614641672,47.6045269404069,59,1549,834657,60,Columbia Center,Columbia Center,701 5th Ave,98104
-122.339260530312,47.606484331257,60,1740,945592,60,Oceanic Bldg,Oceanic Bldg,84 University St,98101
-122.238368702993,47.3848024303709,61,2120,803272,62,Maleng Regional Justice Center,Maleng Regional Justice Center,401 4th Ave N,98032
-122.223277709323,47.3161870421033,62,3400001,713051,340,Auburn Public Health Center,Auburn Public Health Center,901 Auburn Way N,98002
-122.302767062117,47.6013890928987,63,660142,436744,66,Station 6,6,101 23rd Ave S,98144
-122.291246765252,47.62606043128,64,660143,440755,66,Station 34,34,633 32nd Ave E,98112
-122.168895438407,47.5702108602961,65,660004,236851,66,Station 4,4,4216 Factoria Blvd SE,98006
-122.29515532171,47.4224462336023,66,660015,398355,66,Station 45,45 - HQ,2929 S 200th St,98198
-122.247800110742,47.264843187297,67,660030,729218,66,Station 38,38,133 3rd Ave SE,98047
-122.222465751353,47.4742513770114,68,2183,987083,63,Renton DSHS,Renton DSHS,500 SW 7th St,98057
-122.331847912634,47.2945966362798,69,83,842131,390,Federal Way Regional Library,Federal Way Regional Lib,34200 1st Way S,98003
-122.319184646908,47.4074917445208,70,1352,384777,180,Des Moines City Hall,Des Moines CH,21630 11th Ave S,98198
-122.297182044351,47.4364742937175,71,1467,186334,360,Airport Plaza Hotel,Airport Plaza H,18601 Pacific Hwy S,98158
-122.290094855792,47.685467898029,72,2451,833298,64,Wedgwood Post Office,Wedgwood Post Office,7724 35th Ave NE,98105
-122.237476298745,47.4908410776293,73,1313,513365,390,Skyway Library,Skyway Lib,7614 S 126th St,98178
-122.379868589783,47.639724167773,74,1986,431439,450,National Guard Armory,National Guard Armory,W Armory Way,98119
-122.336884446741,47.6087562085025,75,1887,0000000,60,Vance Bldg,Vance Bldg,3rd Ave & Union St,98101
-122.269231429717,47.485805249152,76,351990,0000000,350,Days Inn South Seattle,Days Inn South Seattle,13050 48TH AVE S,98168
-122.28191362768,47.7521411423848,77,6005069,0000000,600,Blue Heron Park,Blue Heron Park,Brookside Blvd & NE 170th St,98155
-122.324163958856,47.607089597181,78,1603,448830,480,Frye Art Museum,Frye Art Museum,Terry Ave & Cherry St,98104
-122.317545089897,47.6138847393352,79,351917,0000000,350,Cupcake Royale @ 2052 Nw Market St,Cupcake Royale,1111 E PIKE ST,98122
-122.246510883583,47.2991784218542,80,902089,711490,902,Sports Authority-Super Mall,Sports Authority,1101 Super Mall Way,98001
-122.192298591766,47.6144685358906,81,680005,112265,68,NORCOM PSAP,NORCOM PSAP,450 110th Ave NE,98009
-122.240104533697,47.388313657219,82,408,0000000,600,Commons Playfield,Commons Playfield,James St & N 5th Ave,98104
-122.26659525599,47.3821794892736,83,6002534,0000000,600,Riverbend Golf Course,Riverbend Golf Course,Dorffel Dr E and E John St,00000
-122.27683842665,47.3676929856183,84,425,0000000,600,Lake Fenwick Park,Lake Fenwick Park,Lake Fenwick Road,98032
-122.267343628161,47.5128004614946,85,1027,0000000,600,Kubota Gardens,Kubota Gardens,Renton Ave S & 55th Ave S,98118
-122.345938332564,47.4455936737543,86,1246,0000000,600,City Hall Park Normandy Park,City Hall Park,SW 174th St & 12th Pl SW,00000
-122.318719974188,47.5599479340608,87,914,0000000,600,Maplewood Playfield,Maple Wood Playground,Corson Ave S & S Angeline St,98108
-122.28207598573,47.5482097493394,88,1021,0000000,600,Brighton Playfield,Brighton Playground,S Juneau St & 39th Ave S,98118
-122.324560762303,47.5625398853938,89,1881,766019,60,United Parcel Service,United Parcel Service,4455 7th Ave S,98108
-122.322586754,47.5262984360606,90,2358,521592,390,South Park Library,South Park Lib,8604 8th Ave S,98108
-122.147663369247,47.6340255234969,91,201,96294,360,Marriot Residence Inn-Bellevue,Marriott Residence Inn-Bellevue,14455 NE 29th Pl,98007
-122.196555322815,47.6659398610111,92,2072,35762,530,Bartell Drugs-Houghton,Bartell Drugs-Houghton,10625 NE 68th,98033
-122.333194314509,47.6054909777364,93,2198,834110,60,IDX Tower,IDX Tower,925 4th Ave,98104
-122.319695329594,47.2911191822345,94,2380,707843,330,Federal Way CBOC (Valor Healthcare),Federal Way CBOC (Valor Healthcare),34617 11th Pl S,98003
-121.973095078561,47.421750830981,95,2415,0000000,64,Hobart Post Office,Hobart Post Office,20250 276th Av SE,98038
-122.300238834231,47.4082364116934,96,2404,0000000,64,Des Moines Post Office,Des Moines Post Office,2603 S 216th St,98198
-122.249269502674,47.3821872914236,97,421,615965,690,Kent West Mall,Kent West Mall,1313 W Meeker St,98032
-122.027091948571,47.5687792654597,98,6002958,0000000,600,East Plateau Trail Site,East Plateau Trail Site,216th Ave SE and SE 43rd Way to SE Klahanie Blvd and Issaqu,98029
-122.209354096126,47.4882632474887,99,2007,12189,240,Renton Memorial HS Stadium,Renton Memorial HS Stadium,N 4th St & Logan Ave N,98057
-122.322676042417,47.5961599859604,100,2328,794044,390,International District Library,International District Lib,713 8th Ave S,98104
-122.217724293632,47.7907556532266,101,2069,720345,530,Bartell Drugs-Canyon Park,Bartell Drugs-Canyon Park,22833 Bothell-Everett Hwy,98021
-122.000662842906,47.6038622085595,102,6003161,0000000,600,Hazel Wolf Wetland Natural Area,Hazel Wolf Wetland Natural Area,600 Block of Windsor Dr SE,98053
-122.159816899678,47.6285502489468,103,350049,0000000,350,Acura Of Bellevue,Acura Of Bellevue,13424 NE 20TH ST,98005
-122.151235000084,47.7693379988617,104,351061,0000000,350,Brick Wood Fired Pizza @ Callahan Cellars,Brick Wood Fired Pizza,19501 144th AVE NE STE D900,98072
-122.196861839901,47.6158394692642,105,351667,0000000,350,City Soups @ Key Center,City Soups @ Key Center,601 108TH AVE NE,98004
-122.052126999742,47.5467429988213,106,351639,0000000,350,Cinebarre,Cinebarre,1490 11TH AVE NW,98027
-122.187271235594,47.3815179184868,107,660020,633824,66,Station 74 - HQ,74 - HQ,24611 116th Ave SE,98031
-122.300220289586,47.3897804832467,108,1359,382215,663,Highline College,Highline College,2400 S 240th St,98198
-122.287175036525,47.5469280919098,109,1907,479751,63,Rainier Valley DSHS,Rainier Valley DSHS,3600 S Graham St,98118
-122.211083485355,47.6281420310464,110,119,163,661,Chinook Middle School-Bellevue,Chinook,2001 98th Ave NE,98004
-122.385212610395,47.5624002487189,111,350107,0000000,350,Afc Sushi @ Qfc #883,Afc Sushi @ Qfc #883,4550 42ND AVE SW,98116
-122.219875832821,47.4789699215205,112,570003,573130,570,Fred Meyer P&R,Fred Meyer P&R,365 Renton Center Way SW,98057
-122.334971015969,47.6040321452882,113,1583,831946,60,Exchange Bldg,Exchange Bldg,821 2nd Ave,98104
-122.086937730573,47.6812521217762,114,6007308,0000000,600,Bear and Evans Creek Greenway,Bear and Evans Creek Greenway,195th Ave NE and NE Union Hill Rd,98053
-122.038901519286,47.2091879945074,115,301,0000000,600,Farmers Park,Farmers Park,SE 436th St & 228th Ave SE,98022
-122.27748979383,47.6526926594279,116,6007117,0000000,600,Laurelhurst Triangle,Laurelhurst Triangle,46th Ave NE and E Laurelhurst Dr NE,98105
-122.14363392592,47.6484377724939,117,660038,104485,66,Station 12,12,4211 148th Ave NE,98007
-122.367832177305,47.4968977309894,118,1202,751398,600,Shorewood Park,Shorewood Park,28th Ave SW,98146
-122.331910889344,47.4609681891875,119,350191,0000000,350,Albertson'S Food Ctr #411 (Meat),Albertsons #411,15840 1ST AVE S,98148
-122.25926599994,47.4612029993527,120,351117,0000000,350,Buffalo Wild Wings,Buffalo Wild Wings,225 TUKWILA PKWY,98188
-122.322357969762,47.6107127890149,121,351706,0000000,350,Coffe Madison,Coffe Madison,1320 MADISON ST,98104
-122.347410976937,47.6183803205384,122,6007025,0000000,600,Tilikum Place,Tilikum Place,5th Ave and Denny Way,98121
-122.299580445812,47.7746371320014,123,6600710,16158,660,Cascade K-8 School,Cascade,2800 NE 200th St,98155
-121.987445577031,47.2093970068239,124,2698,394659,330,Enumclaw WIC Services,Enumclaw WIC,2254 Jensen St,98022
-122.234689761647,47.5850731841293,125,902093,191616,902,Veloce Velo-77th Ave,Veloce Velo,2750 77th Ave SE,98040
-122.162510688992,47.754739009695,126,902053,81796,902,Woodinville Cycle,Woodinville Cycle,13210 NE 175th St,98072
-122.355795601405,47.6522824351319,127,902056,320019,902,Wright Bros Cycle Works,Wright Bros Cycle Works,219 N 36th St,98103
-122.378528860672,47.6640535638267,128,902072,314906,902,Folding Bikes West,Folding Bikes West,4810 17th Ave NW,98107
-122.123633760613,47.6764915949282,129,570132,1031505,570,Redmond P&R,Redmond P&R,16201 NE 83rd St,98052
-122.035924190204,47.5822652877481,130,570133,0000000,570,South Sammamish P&R,South Sammamish P&R,3015 228th Ave SE,98074
-122.337073842192,47.4701555335959,131,570137,606215,570,Burien TC P&R,Burien TC P&R,14900 4th Ave SW,98166
-122.183929620996,47.5069218691,132,570138,582576,570,St Matthew Lutheran P&R,St Matthew Lutheran P&R,2516 NE 16th St,98056
-122.291036570951,47.4664337677901,133,67007,401639,67,KC Medic 4,KC Medic 4,3215 S 152nd St,98188
-122.323251693277,47.6791166922046,134,67016,341761,67,Seattle Medic 16,Seattle Medic 16,6846 Oswego Pl NE,98115
-122.276529776768,47.5484769170259,135,67017,480060,67,Seattle Medic 28,Seattle Medic 28,5968 Rainier Ave S,98118
-122.015536903362,47.2478096044964,136,67022,395530,67,KC Medic 12,KC Medic 12,39428 244th Ave SE,98022
-122.357065899603,47.6525712909475,137,902110,316096,902,Cascade Bicycle Studio,Cascade Bicycle Studio,115 N 36th St #A,98103
-122.135548791618,47.357546439734,138,902111,990102,902,Northwest Tri and Bike,Northwest Tri and Bike,15423 SE 272nd St,98042
-122.310092939736,47.6650685887385,139,350247,0000000,350,Alpha Xi Delta,Alpha Xi Delta,1616 NE 50TH ST,98105
-122.334580629757,47.600503449185,140,350248,0000000,350,Alstadt Llc,Alstadt Llc,209 1ST AVE S STE A,98104
-122.270194199475,47.5293916993943,141,350249,0000000,350,Altaye  Restaurant,Altaye  Restaurant,8135 RAINIER AVE S,98118
-122.321160150028,47.6248978787854,142,350250,0000000,350,Altura,Altura,617 BROADWAY AVE E,98102
-122.284201100059,47.3154552591696,143,350258,0000000,350,Am Pm Mini Market,Am Pm Mini Market,3910 S 320TH ST,98001
-122.355145199336,47.7338417787287,144,350259,0000000,350,Am Pm Mini Mart,Am Pm Mini Mart,14424 GREENWOOD AVE N,98133
-122.307869219989,47.7771199589365,145,350260,0000000,350,Am Pm/Shoreline,Am Pm/Shoreline,1901 NE 205TH ST,98155
-122.259187339509,47.3815064788984,146,350262,0000000,350,Am/Pm Mini Market,Arco Am/Pm,1809 W MEEKER ST,98032
-122.342240959875,47.6495955191215,147,351831,0000000,350,Cottage,Cottage,3506 STONE WAY N,98103
-122.363298900332,47.5522854386946,148,351832,0000000,350,Cottage Grove Mart,Cottage Grove Mart,5445 DELRIDGE WAY SW,98106
-122.079473409826,47.7447209086506,149,351833,0000000,350,Cottage Lake Elementary School,Cottage Lake Elementary School,15940 AVONDALE RD NE,98077
-122.081412010562,47.5519921291996,150,351834,0000000,350,Cougar Mountain Academy,Cougar Mountain Academy,5410 194TH AVE SE,98027
-122.116818979417,47.5618156091709,151,351835,0000000,350,Cougar Ridge Elementary School,Cougar Ridge Elementary School,4630 167TH AVE SE,98006
-122.332018875914,47.6022650703293,152,1544,832840,60,Collins Bldg,Collins Bldg,2nd Ave & James St,98104
-122.226166210049,47.5410642988104,153,350090,0000000,350,Afc Sushi @ Qfc #806,Afc Sushi @ Qfc #806,8421 SE 68TH ST,98040
-122.162680947202,47.5519269465555,154,6005023,0000000,600,Forestpark Mini Park,Forestpark Mini Park,7031 148 Ave NE,00000
-122.172923440367,47.3422975487364,155,350438,0000000,350,Auburn Mountainview Hs -Indoor Concesison,Auburn Mountainview Hs,28900 124TH AVE SE,98092
-122.400373386372,47.5748358794861,156,999,0000000,600,Schmitz Park,Schmitz Park,Schmitz Blvd & Admiral Way SW,98116
-122.333600097776,47.760200151073,157,6002270,0000000,600,Cromwell Park,Cromwell Park,18009 Corliss Ave N,98133
-122.340388389552,47.4666489586746,158,350469,0000000,350,Australian Pie Co,Australian Pie Co,425 SW 152ND ST,98166
-122.340577609992,47.6105553193588,159,351266,0000000,350,Caffe D'Arte,Caffe D'Arte,121 STEWART ST 103,98101
-122.151124000358,47.7692039988543,160,351294,0000000,350,Callahan Cellars,Callahan Cellars,19501 144TH AVE NE STE D900,98072
-122.322902200533,47.5403436694333,161,351295,0000000,350,Calozzi'S,Calozzi'S,7016 E MARGINAL WAY S,98108
-122.128853359391,47.6211167289388,162,351898,0000000,350,Crossroads Theatre #404,Crossroads Theatre #404,1200 156TH AVE NE,98008
-122.35491593022,47.6915459086839,163,351899,0000000,350,Crosswalk,Crosswalk,8556 GREENWOOD AVE N,98103
-122.187542329781,47.4778081993099,164,351922,0000000,350,Curri Box,Curri Box,2439 MAPLE VALLEY HWY B,98057
-122.203212050207,47.3861917086648,165,351923,0000000,350,Curry & Kabab,Curry & Kabab,24023 104TH AVE SE,98030
-122.337073849761,47.4701555200014,166,580031,606215,580,Burien Transit Center Bicycle Lockers,Burien Transit Center ,209 SW 148th St,98166
-122.04327267872,47.6264392621837,167,6004282,0000000,600,Park Hill East Site,Park Hill East Site,22201 NE 19th St,98053
-122.028784908815,47.5083249498292,168,6004283,0000000,600,Issaquah Creek Natural Area,Issaquah Creek Natural Area,SE 104th St and 234th Ave SE,98027
-122.136129129267,47.5600160090121,169,6005053,0000000,600,Whispering Heights Open Space,Whispering Heights Open Space,18501 SE Newport Way,00000
-122.029770074901,47.322458054941,170,6002721,0000000,600,Lake Sawyer Regional Park,Lake Sawyer Regional Park,SE 312th St and 234th Ave SE,98042
-122.320972117135,47.6050037403081,171,6007164,0000000,600,Boren Place,Boren Place,"Boren Ave, Terrace St and Broadway",98104
-122.312226117082,47.5920204715047,172,6006959,928148,600,Taejon Park,Taejon Park,1144 Sturgus Ave S,98144
-122.320364111213,47.6824474855206,173,6007245,0000000,600,Rainbow Point,Rainbow Point,NE 75th St and Banner Way NE,98115
-122.281045201981,47.6673967562795,174,870,0000000,600,Burke Gilman Park,Burke Gilman Park,Sand Point Way NE & NE 50th St,98105
-122.262820790593,47.5255640847628,175,1019,0000000,600,Atlantic City Park,Atlantic City Park,Seward Park Ave S & S Henderson,98118
-122.075656449741,47.3095272991149,176,351300,0000000,350,Camp Berachah -  Dining Hall,Camp Berachah,19830 SE 328TH PL,98092
-122.075656449741,47.3095272991149,177,351301,0000000,350,Camp Berachah /Cs Country Store,Camp Berachah,19830 SE 328TH PL,98092
-121.902697149889,47.6215867788559,178,351303,0000000,350,Camp Don Bosco Kitchen,Camp Don Bosco Kitchen,1401 327TH AVE NE,98014
-122.336558799699,47.6512556188706,179,351325,0000000,350,Cantinetta,Cantinetta,3650 WALLINGFORD AVE N,98103
-122.035298569494,47.5290072591746,180,351332,0000000,350,Capri Cellars,Capri Cellars,88 FRONT ST S,98027
-122.316053919756,47.5996922186759,181,351360,0000000,350,Casablanca Cafe & Deli,Casablanca Cafe & Deli,1221 S MAIN ST #202,98144
-122.201441510617,47.3843540892165,182,351372,0000000,350,Casey'S Bar & Grill,Casey'S Bar & Grill,24228 104TH AVE SE 105,98030
-122.249271829482,47.4567816790863,183,351378,0000000,350,Cash & Carry Commissary #561,Cash & Carry Foods #561,230 ANDOVER PARK E,98188
-122.172993209518,47.7322369092195,184,351380,0000000,350,"Casino Caribbean; Llc","Casino Caribbean; Llc",12526 NE 144TH ST,98034
-122.044399770643,47.3894751289204,185,351402,0000000,350,Cedar Grill,Cedar Grill,23631 MAPLE VALLEY BLK DIAMOND HWY SE,98038
-122.237056039733,47.3806905967823,186,650053,801805,65,Kent Police Department,Kent PD,232 4th Ave S,98032
-122.186584194081,47.6118426118009,187,2427,115488,64,Midlakes Post Office,Midlakes Post Office,11405 NE 2nd Pl,98004
-122.137026000302,47.6806939993452,188,350018,0000000,350,A Platinum Event,A Platinum Event,8810 152ND ST NE,98052
-122.207081580059,47.480945819378,189,350022,0000000,350,A Terrible Beauty Irish Pub,A Terrible Beauty Irish Pub,201 WILLIAMS AVE S,98057
-122.313881540541,47.5630348388224,190,350031,0000000,350,Abarrotes El Oaxaqueno,Abarrotes El Oaxaqueno,4515 15TH AVE S,98108
-122.302444719878,47.7516352389802,191,350045,0000000,350,Acorn Catering,Acorn Catering,16918 25TH AVE NE,98155
-122.38622615962,47.5826970586735,192,350058,0000000,350,Admiral Pub,Admiral Pub,2306 CALIFORNIA AVE SW,98116
-122.385802629825,47.5799023986973,193,350066,0000000,350,Afc Sushi,Afc Sushi @ Safeway  #2932,2622 CALIFORNIA AVE SW,98116
-122.144709150244,47.6290262194673,194,350084,0000000,350,Afc Sushi @ Fred Meyers #23,Afc Sushi @ Fred Meyer #23,2041 148TH AVE NE,98007
-122.341454382649,47.496424495944,195,1201,831172,662,New Start High School,New Start,614 SW 120th St,98146
-122.23530279022,47.2964663229301,196,6600519,47,665,Auburn Maint/Ops/Trans Center,Auburn MOT,615 15th St SW,98001
-122.306013618881,47.5969203813261,197,1191,452159,660,Giddens School,Giddens,620 20th Ave S,98144
-122.220143552896,47.2745259840262,198,6600534,57,661,Mt. Baker Middle School,Mt. Baker,620 37th St SE,98002
-122.229658222945,47.3856926447166,199,6600644,616921,661,Mill Creek Middle School,Mill Creek,620 Central Ave N,98032
-122.262934305906,47.6736525494819,200,979,834819,660,Sand Point School,Sand Point,6208 60th Ave NE,98115
-122.262930247623,47.6736526004065,201,6600699,834819,660,Sand Point Elementary School,Sand Point,6208 60th Ave NE,98115
-122.154148685554,47.6161685573204,202,163,98414,660,Cedar Park Christian International School,Cedar Park Christian Intl,625 140th Ave NE,98005
-122.255518213995,47.4632055167383,203,650073,607737,65,Tukwila Police Department,Tukwila PD,6200 Southcenter Blvd,98188
-122.472493549493,47.4382703693556,204,6005120,0000000,600,Island Center Forest Natural Area,Island Center Forest Natural Area,SW 188th St and 111th Ave SW,98070
-122.198781369458,47.620866568966,205,352149,0000000,350,Domino'S Pizza #7157,Domino'S Pizza #7157,10575 NE 12TH ST,98004
-122.295690307203,47.5375332568741,206,921,765816,660,Van Asselt Elementary School,Van Asselt,7201 Beacon Ave S,98108
-122.026699311802,47.2282429456222,207,300,0000000,120,Enumclaw Cemetery,Enumclaw Cemetary,SE 416th St & 236th Ave SE,98022
-122.210204909881,47.6875086888584,208,350383,0000000,350,Artesano Coffee Company,Artesano Market Street Espresso,1431 MARKET ST,98033
-122.18128543316,47.4998497107212,209,3900076,736299,390,Renton Highlands Library,Renton Highlands Lib,2801 NE 10th St ,98056
-122.332604868104,47.7092233646612,210,3600042,265051,360,Hotel Nexus,Nexus,2140 N Northgate Way,98133
-122.132544128929,47.357512523153,211,660116,674627,66,Station 75,75,15635 SE 272nd St,98042
-122.048607724045,47.3364406604975,212,660125,806264,66,Station 98,98,22015 SE 296th St,98010
-122.175949310741,47.3222795196305,213,660126,11,66,Station 34,34,31204 124th Ave SE,98092
-122.186441231181,47.6153002383458,214,1688,144350,60,Lincoln Center East,Lincoln Center East,515 116th Ave NE,98004
-122.25360744093,47.2716296144434,215,1894,727677,390,Algona-Pacific Library,Algona - Pacific Lib,255 Ellingson Rd,98047
-122.200313940636,47.6177599790872,216,351974,0000000,350,Daniels Broiler - Bellevue Place,Daniels Broiler - Bellevue Place,10500 NE 8TH ST,98004
-122.277628240351,47.6363304892746,217,350430,0000000,350,Attic Alehouse & Eatery,Attic Alehouse & Eatery,4226 E MADISON ST,98112
-122.288004194126,47.611182809717,218,1081,443601,660,St. Therese Catholic Academy,St. Therese,900 35th Ave,98122
-122.382580839981,47.6664750186511,219,351976,0000000,350,Dante'S Inferno (2)@ Route 206-579-7559,Dante'S Inferno (2),500 NW MARKET ST,98107
-122.382580839981,47.6664750186511,220,351977,0000000,350,Dante'S Inferno @ Route 206-579-7559,Dante'S Inferno (1),500 NW MARKET ST,98107
-122.19284458008,47.6197057386996,221,351978,0000000,350,Danube,Danube,11000 NE 10TH ST STE B,98004
-122.346870789958,47.7606509590043,222,351979,0000000,350,Darrell'S Tavern,Darrell'S Tavern,18041 AURORA AVE N,98133
-122.355409819689,47.3226251091391,223,351980,0000000,350,Dash Point Arco,Dash Point Arco,1600 SW 312TH ST,98023
